,SNOW,PLTR,PTON,NET,COIN,DASH,DDOG,ABNB,RBLX,XPEV,TXG,LI,U,RPRX,BILL,DT,BEKE,XP,PPD,BBIO,NVST,OSH,LU,CHNG,LSPD,ZI,CPNG,VRM,ASAN,WISH,ADPT,AZEK,LMND,GFL,PGNY,DNB,BMBL,CVAC,ACI,NCNO,KC,RKT,API,XM,SQSP,GDRX,OZON,OTLY,AGL,PLTK,PATH,SHC,AFRM,APP,REYN,WOOF,DADA,UPST,TSP,OCFT,MNSO,AI,RLX,TUYA,HAYW,PCOR,CD,YSG,EDR,CRCT,ABCL,DV,Cash/Other,DIDI,HOOD,n/a,MRNA,UBER,ZM,CRWD,PINS,BNTX,AVTR,LYFT,FTCH,GH,ESTC,PLAN,STNE,TW,YETI,BYND,FVRR,CHWY,BEAM,MRVI,TME,FOUR,S,LEVI,GLBE,RYAN,DLO,BZ,CFLT,MCFE,MNDY,YMM,MQ,CNM,LZ,PYCR,BHG,COMP,LSPD.TO,GFL.TO,RIVN,BSY,HTZ,SPT,DOCN,GFS,AMPL,DOCS,OLPX,ONON,INFA,ZIM,TWKS,LEGN,FRSH,GTLB,BRZE,NU,ALGM,HCP,SUM
09/16/2021,12.0,7.19,5.04,5.37,4.79,4.95,5.25,4.37,2.89,3.39,2.42,2.31,3.3,2.14,3.6,2.18,0.44,1.58,1.28,0.93,1.2,0.93,0.77,0.92,1.27,1.08,0.63,0.51,1.28,0.43,0.7,0.73,0.48,0.75,0.62,0.49,0.54,0.6,0.81,0.59,0.51,0.39,0.32,0.49,0.32,0.5,0.33,0.26,0.27,0.36,0.26,0.31,0.46,0.32,0.26,0.28,0.23,0.58,0.17,0.09,0.16,0.15,0.12,0.08,0.13,0.14,0.08,0.05,0.1,0.09,0.07,0.06,0.0,0.47,0.39,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/17/2021,12.06,7.32,4.92,5.47,4.8,4.83,5.37,4.46,2.82,3.41,2.23,2.33,3.33,2.21,3.69,2.23,0.41,1.56,1.28,0.89,1.2,0.92,0.74,0.91,1.28,1.12,0.62,0.49,1.34,0.42,0.68,0.71,0.46,0.73,0.63,0.48,0.52,0.55,0.79,0.6,0.51,0.39,0.32,0.49,0.32,0.5,0.33,0.25,0.27,0.37,0.26,0.3,0.46,0.33,0.26,0.29,0.21,0.57,0.16,0.09,0.16,0.15,0.12,0.08,0.13,0.14,0.08,0.05,0.1,0.09,0.07,0.06,0.0,0.46,0.38,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/20/2021,11.95,7.81,4.65,5.63,4.7,5.15,5.48,4.49,2.73,3.26,2.25,2.26,3.32,2.1,3.74,2.24,0.47,1.51,1.26,0.89,1.17,0.9,0.73,0.89,1.34,1.12,0.6,0.47,1.45,0.4,0.7,0.7,0.46,0.71,0.64,0.47,0.53,0.49,0.79,0.62,0.48,0.38,0.3,0.5,0.32,0.51,0.33,0.23,0.25,0.36,0.25,0.31,0.49,0.3,0.25,0.28,0.24,0.6,0.15,0.09,0.15,0.15,0.11,0.08,0.14,0.15,0.08,0.05,0.09,0.08,0.08,0.06,0.0,0.44,0.39,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/21/2021,11.95,7.81,4.65,5.63,4.7,5.15,5.48,4.49,2.73,3.26,2.25,2.26,3.32,2.1,3.74,2.24,0.47,1.51,1.26,0.89,1.17,0.9,0.73,0.89,1.34,1.12,0.6,0.47,1.45,0.4,0.7,0.7,0.46,0.71,0.64,0.47,0.53,0.49,0.79,0.62,0.48,0.38,0.3,0.5,0.32,0.51,0.33,0.23,0.25,0.36,0.25,0.31,0.49,0.3,0.25,0.28,0.24,0.6,0.15,0.09,0.15,0.15,0.11,0.08,0.14,0.15,0.08,0.05,0.09,0.08,0.08,0.06,0.0,0.44,0.39,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
09/22/2021,8.19,4.95,7.51,3.54,7.76,3.27,3.44,2.81,2.16,5.55,3.6,2.59,2.77,3.44,2.34,1.4,0.81,1.2,1.15,1.53,0.73,1.5,1.17,1.48,0.89,0.7,0.99,0.77,0.92,0.69,1.19,1.16,0.77,0.48,1.06,0.77,0.82,0.8,0.5,0.67,0.78,0.62,0.49,0.3,0.5,0.67,0.53,0.38,0.4,0.22,0.41,0.5,0.31,0.5,0.41,0.46,0.38,0.4,0.27,0.14,0.25,0.25,0.18,0.13,0.23,0.12,0.12,0.09,0.15,0.13,0.14,0.1,0.0,0.72,0.65,-0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
09/23/2021,5.58,3.97,2.45,3.02,2.5,2.92,3.04,2.36,1.43,1.64,1.24,1.02,1.75,1.1,1.96,1.27,0.33,0.78,0.69,0.48,0.62,0.48,0.37,0.5,1.06,0.59,0.32,0.0,0.8,0.21,0.38,0.4,0.24,0.39,0.34,0.25,0.36,0.26,0.43,0.39,0.25,0.21,0.0,0.25,0.16,0.28,0.17,0.12,0.18,0.25,0.13,0.22,0.24,0.16,0.14,0.11,0.12,1.22,0.12,0.0,0.0,0.15,0.3,0.04,0.08,0.08,0.0,0.0,0.05,0.04,0.05,0.03,0.0,0.23,0.21,0.31,9.69,5.91,5.52,4.67,2.68,2.51,2.27,1.34,1.12,1.07,1.03,0.84,0.82,0.81,0.76,0.59,0.55,0.5,0.43,0.43,0.4,0.32,0.19,0.18,0.18,0.16,0.16,0.16,0.14,0.13,0.12,0.11,0.11,0.08,0.06,0.05,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99000000000002
09/24/2021,5.57,3.91,2.41,3.05,2.48,2.89,3.06,2.44,1.42,1.62,1.22,1.01,1.76,1.08,1.86,1.25,0.35,0.8,0.68,0.49,0.6,0.47,0.37,0.49,1.05,0.6,0.32,0.0,0.76,0.2,0.38,0.38,0.24,0.39,0.35,0.24,0.37,0.26,0.43,0.39,0.25,0.21,0.0,0.25,0.16,0.28,0.17,0.13,0.17,0.25,0.13,0.23,0.24,0.17,0.14,0.11,0.12,1.31,0.12,0.0,0.0,0.14,0.3,0.04,0.08,0.08,0.0,0.0,0.05,0.04,0.05,0.03,0.0,0.22,0.21,0.31,9.77,6.48,5.38,4.53,2.63,2.49,2.25,1.41,1.09,1.06,1.03,0.83,0.8,0.79,0.75,0.58,0.56,0.49,0.43,0.43,0.39,0.31,0.19,0.18,0.17,0.17,0.17,0.16,0.14,0.13,0.12,0.12,0.11,0.08,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.04
09/27/2021,5.56,4.13,2.2,3.1,2.42,2.76,3.03,2.46,1.45,1.59,1.17,0.99,1.85,1.07,1.84,1.28,0.35,0.78,0.66,0.47,0.61,0.45,0.36,0.48,1.04,0.58,0.31,0.0,0.81,0.21,0.38,0.38,0.24,0.39,0.35,0.24,0.37,0.27,0.44,0.38,0.25,0.21,0.0,0.25,0.15,0.27,0.17,0.12,0.17,0.24,0.13,0.23,0.28,0.17,0.13,0.11,0.12,1.34,0.12,0.0,0.0,0.15,0.3,0.04,0.08,0.08,0.0,0.0,0.05,0.04,0.05,0.03,0.0,0.23,0.22,0.3,9.99,6.49,5.21,4.57,2.65,2.51,2.24,1.4,1.13,1.03,1.03,0.82,0.78,0.77,0.75,0.57,0.56,0.46,0.43,0.44,0.38,0.33,0.17,0.18,0.18,0.17,0.17,0.16,0.15,0.13,0.12,0.12,0.11,0.08,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/28/2021,5.56,4.13,2.2,3.1,2.42,2.76,3.03,2.46,1.45,1.59,1.17,0.99,1.85,1.07,1.84,1.28,0.35,0.78,0.66,0.47,0.61,0.45,0.36,0.48,1.04,0.58,0.31,0.0,0.81,0.21,0.38,0.38,0.24,0.39,0.35,0.24,0.37,0.27,0.44,0.38,0.25,0.21,0.0,0.25,0.15,0.27,0.17,0.12,0.17,0.24,0.13,0.23,0.28,0.17,0.13,0.11,0.12,1.34,0.12,0.0,0.0,0.15,0.3,0.04,0.08,0.08,0.0,0.0,0.05,0.04,0.05,0.03,0.0,0.23,0.22,0.3,9.99,6.49,5.21,4.57,2.65,2.51,2.24,1.4,1.13,1.03,1.03,0.82,0.78,0.77,0.75,0.57,0.56,0.46,0.43,0.44,0.38,0.33,0.17,0.18,0.18,0.17,0.17,0.16,0.15,0.13,0.12,0.12,0.11,0.08,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.95
09/29/2021,5.55,4.16,2.19,3.02,2.39,2.85,3.07,2.51,1.49,1.55,1.16,0.96,1.9,1.08,1.84,1.3,0.34,0.77,0.67,0.47,0.62,0.44,0.36,0.48,1.03,0.59,0.31,0.0,0.79,0.21,0.36,0.37,0.24,0.4,0.36,0.25,0.36,0.28,0.44,0.38,0.25,0.21,0.0,0.26,0.15,0.26,0.17,0.12,0.17,0.24,0.13,0.23,0.27,0.18,0.13,0.11,0.12,1.33,0.11,0.0,0.0,0.15,0.29,0.04,0.08,0.08,0.0,0.0,0.05,0.05,0.05,0.03,0.0,0.23,0.22,0.3,9.59,6.75,5.22,4.63,2.7,2.41,2.29,1.43,1.15,1.03,1.04,0.82,0.79,0.79,0.74,0.56,0.55,0.45,0.42,0.45,0.37,0.33,0.18,0.18,0.18,0.17,0.18,0.16,0.15,0.14,0.12,0.12,0.11,0.08,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
09/30/2021,5.56,4.07,2.22,2.9,2.44,2.85,3.01,2.53,1.46,1.61,1.16,1.01,1.87,1.1,1.85,1.31,0.37,0.77,0.68,0.49,0.62,0.45,0.36,0.49,1.02,0.58,0.32,0.0,0.76,0.22,0.36,0.38,0.25,0.4,0.35,0.25,0.37,0.27,0.44,0.38,0.26,0.21,0.0,0.26,0.15,0.26,0.17,0.12,0.17,0.25,0.14,0.24,0.29,0.18,0.14,0.11,0.12,1.37,0.12,0.0,0.0,0.15,0.3,0.04,0.08,0.09,0.0,0.0,0.05,0.05,0.05,0.03,0.0,0.24,0.23,0.31,9.28,6.97,5.32,4.56,2.72,2.26,2.22,1.46,1.17,1.03,1.04,0.83,0.77,0.78,0.72,0.59,0.55,0.46,0.43,0.45,0.38,0.33,0.17,0.19,0.19,0.18,0.17,0.16,0.15,0.14,0.12,0.12,0.11,0.09,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/01/2021,5.57,3.93,2.21,2.79,2.53,2.84,3.05,2.56,1.47,1.62,1.17,1.03,1.81,1.14,1.85,1.29,0.39,0.77,0.72,0.51,0.66,0.46,0.37,0.51,1.02,0.57,0.32,0.0,0.72,0.21,0.35,0.38,0.25,0.42,0.33,0.26,0.37,0.28,0.46,0.38,0.26,0.22,0.0,0.25,0.16,0.25,0.18,0.13,0.17,0.26,0.14,0.25,0.27,0.17,0.14,0.12,0.12,1.35,0.12,0.0,0.0,0.15,0.31,0.04,0.08,0.08,0.0,0.0,0.06,0.05,0.05,0.03,0.0,0.24,0.23,0.32,9.13,7.09,5.34,4.55,2.75,2.13,2.24,1.48,1.16,1.05,1.01,0.83,0.77,0.81,0.73,0.59,0.53,0.48,0.43,0.46,0.4,0.34,0.17,0.19,0.18,0.18,0.16,0.16,0.14,0.14,0.12,0.12,0.11,0.09,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02000000000002
10/04/2021,5.69,3.75,2.21,2.8,2.52,2.85,3.16,2.57,1.45,1.67,1.17,1.04,1.81,1.13,1.92,1.34,0.41,0.75,0.72,0.48,0.65,0.42,0.37,0.5,0.88,0.57,0.32,0.0,0.73,0.2,0.36,0.38,0.25,0.42,0.34,0.26,0.36,0.28,0.46,0.38,0.25,0.21,0.0,0.25,0.15,0.26,0.18,0.12,0.17,0.28,0.14,0.25,0.28,0.17,0.14,0.11,0.12,1.37,0.12,0.0,0.0,0.15,0.32,0.04,0.08,0.08,0.0,0.0,0.06,0.04,0.05,0.03,0.0,0.24,0.22,0.32,9.2,6.96,5.37,4.66,2.72,2.11,2.28,1.47,1.12,1.08,1.0,0.82,0.74,0.81,0.7,0.58,0.53,0.47,0.41,0.48,0.41,0.32,0.17,0.19,0.19,0.19,0.15,0.17,0.13,0.14,0.12,0.12,0.1,0.09,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/05/2021,5.69,3.75,2.21,2.8,2.52,2.85,3.16,2.57,1.45,1.67,1.17,1.04,1.81,1.13,1.92,1.34,0.41,0.75,0.72,0.48,0.65,0.42,0.37,0.5,0.88,0.57,0.32,0.0,0.73,0.2,0.36,0.38,0.25,0.42,0.34,0.26,0.36,0.28,0.46,0.38,0.25,0.21,0.0,0.25,0.15,0.26,0.18,0.12,0.17,0.28,0.14,0.25,0.28,0.17,0.14,0.11,0.12,1.37,0.12,0.0,0.0,0.15,0.32,0.04,0.08,0.08,0.0,0.0,0.06,0.04,0.05,0.03,0.0,0.24,0.22,0.32,9.2,6.96,5.37,4.66,2.72,2.11,2.28,1.47,1.12,1.08,1.0,0.82,0.74,0.81,0.7,0.58,0.53,0.47,0.41,0.48,0.41,0.32,0.17,0.19,0.19,0.19,0.15,0.17,0.13,0.14,0.12,0.12,0.1,0.09,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.96
10/06/2021,5.73,3.81,2.21,2.86,2.56,2.83,3.24,2.65,1.45,1.67,1.16,1.04,1.81,1.14,2.0,1.38,0.42,0.79,0.72,0.49,0.66,0.42,0.38,0.51,0.9,0.58,0.32,0.0,0.72,0.2,0.35,0.38,0.24,0.42,0.35,0.27,0.37,0.24,0.45,0.39,0.25,0.21,0.0,0.26,0.15,0.28,0.18,0.12,0.17,0.28,0.14,0.25,0.28,0.18,0.15,0.12,0.12,1.3,0.11,0.0,0.0,0.15,0.32,0.04,0.08,0.08,0.0,0.0,0.06,0.04,0.04,0.03,0.0,0.23,0.22,0.32,8.18,7.33,5.51,4.74,2.81,1.98,2.32,1.53,1.13,0.93,1.01,0.84,0.75,0.83,0.71,0.58,0.54,0.46,0.41,0.42,0.4,0.34,0.17,0.19,0.19,0.18,0.16,0.17,0.14,0.15,0.12,0.11,0.1,0.09,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98000000000002
10/07/2021,5.75,3.76,2.17,2.98,2.63,2.84,3.18,2.61,1.55,1.66,1.2,1.05,1.78,1.14,1.95,1.37,0.41,0.78,0.75,0.5,0.68,0.43,0.38,0.52,0.86,0.59,0.31,0.0,0.73,0.18,0.35,0.39,0.24,0.43,0.36,0.29,0.36,0.23,0.47,0.39,0.25,0.21,0.0,0.25,0.15,0.27,0.18,0.12,0.17,0.28,0.14,0.26,0.27,0.18,0.15,0.12,0.12,1.3,0.11,0.0,0.0,0.15,0.3,0.04,0.08,0.09,0.0,0.0,0.06,0.04,0.04,0.03,0.0,0.23,0.23,0.34,8.09,7.37,5.53,4.7,2.75,2.0,2.33,1.53,1.14,0.95,0.99,0.82,0.73,0.85,0.72,0.58,0.54,0.46,0.41,0.43,0.4,0.34,0.16,0.2,0.18,0.19,0.15,0.17,0.14,0.14,0.12,0.12,0.09,0.09,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/08/2021,5.79,3.71,2.15,3.2,2.72,2.83,3.25,2.58,1.43,1.71,1.17,1.1,1.88,1.13,1.97,1.37,0.41,0.77,0.74,0.49,0.65,0.42,0.39,0.51,0.86,0.59,0.32,0.0,0.75,0.18,0.35,0.39,0.24,0.44,0.36,0.29,0.37,0.23,0.45,0.39,0.24,0.21,0.0,0.25,0.15,0.28,0.18,0.11,0.17,0.28,0.14,0.25,0.27,0.18,0.15,0.12,0.12,1.32,0.11,0.0,0.0,0.15,0.31,0.04,0.08,0.09,0.0,0.0,0.06,0.04,0.04,0.03,0.0,0.23,0.23,0.33,8.14,7.26,5.41,4.76,2.73,1.98,2.31,1.49,1.1,0.93,0.99,0.82,0.73,0.85,0.71,0.57,0.52,0.45,0.42,0.43,0.41,0.34,0.16,0.2,0.17,0.19,0.16,0.17,0.13,0.14,0.12,0.12,0.09,0.09,0.05,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/11/2021,6.02,3.7,2.23,3.4,2.78,2.84,3.17,2.59,1.43,1.79,1.24,1.14,1.95,1.11,2.0,1.36,0.43,0.78,0.72,0.46,0.62,0.41,0.39,0.5,0.84,0.59,0.32,0.0,0.77,0.19,0.35,0.4,0.24,0.45,0.36,0.29,0.37,0.22,0.42,0.39,0.25,0.2,0.0,0.25,0.14,0.27,0.18,0.12,0.17,0.27,0.14,0.25,0.32,0.2,0.14,0.12,0.12,1.33,0.12,0.0,0.0,0.15,0.33,0.04,0.08,0.09,0.0,0.0,0.05,0.04,0.04,0.03,0.0,0.24,0.22,0.32,7.39,7.43,5.26,4.73,2.76,1.91,2.28,1.5,1.1,0.96,1.02,0.82,0.73,0.83,0.72,0.57,0.53,0.44,0.4,0.42,0.42,0.33,0.17,0.2,0.17,0.19,0.16,0.16,0.15,0.14,0.12,0.13,0.1,0.09,0.04,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/12/2021,6.02,3.7,2.23,3.4,2.78,2.84,3.17,2.59,1.43,1.79,1.24,1.14,1.95,1.11,2.0,1.36,0.43,0.78,0.72,0.46,0.62,0.41,0.39,0.5,0.84,0.59,0.32,0.0,0.77,0.19,0.35,0.4,0.24,0.45,0.36,0.29,0.37,0.22,0.42,0.39,0.25,0.2,0.0,0.25,0.14,0.27,0.18,0.12,0.17,0.27,0.14,0.25,0.32,0.2,0.14,0.12,0.12,1.33,0.12,0.0,0.0,0.15,0.33,0.04,0.08,0.09,0.0,0.0,0.05,0.04,0.04,0.03,0.0,0.24,0.22,0.32,7.39,7.43,5.26,4.73,2.76,1.91,2.28,1.5,1.1,0.96,1.02,0.82,0.73,0.83,0.72,0.57,0.53,0.44,0.4,0.42,0.42,0.33,0.17,0.2,0.17,0.19,0.16,0.16,0.15,0.14,0.12,0.13,0.1,0.09,0.04,0.06,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.99
10/13/2021,5.96,3.71,2.21,3.5,2.77,2.86,3.16,2.62,1.36,1.78,1.26,1.14,1.97,1.12,1.99,1.36,0.44,0.75,0.73,0.46,0.62,0.38,0.4,0.5,0.8,0.59,0.33,0.0,0.75,0.19,0.35,0.4,0.24,0.44,0.36,0.3,0.36,0.23,0.41,0.38,0.26,0.2,0.0,0.26,0.14,0.26,0.18,0.12,0.17,0.28,0.14,0.25,0.34,0.21,0.14,0.12,0.13,1.36,0.12,0.0,0.0,0.15,0.34,0.04,0.08,0.09,0.0,0.0,0.05,0.04,0.04,0.03,0.0,0.25,0.22,0.32,7.36,7.49,5.29,4.69,2.78,1.92,2.28,1.52,1.13,0.91,1.05,0.82,0.71,0.85,0.7,0.56,0.52,0.43,0.4,0.4,0.43,0.31,0.17,0.2,0.16,0.19,0.16,0.15,0.14,0.14,0.12,0.13,0.1,0.09,0.04,0.06,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.98
10/14/2021,5.94,3.74,2.19,3.65,2.89,2.76,3.23,2.59,1.37,1.79,1.28,1.14,1.98,1.15,1.98,1.38,0.47,0.7,0.74,0.49,0.62,0.37,0.4,0.5,0.8,0.6,0.32,0.0,0.76,0.18,0.33,0.39,0.24,0.45,0.35,0.3,0.36,0.22,0.41,0.38,0.26,0.2,0.0,0.26,0.13,0.26,0.18,0.12,0.16,0.27,0.13,0.25,0.33,0.21,0.15,0.12,0.13,1.37,0.12,0.0,0.0,0.15,0.35,0.04,0.08,0.08,0.0,0.0,0.05,0.04,0.04,0.03,0.0,0.26,0.23,0.32,7.43,7.32,5.31,4.71,2.76,1.92,2.3,1.48,1.08,0.91,1.09,0.83,0.67,0.85,0.7,0.57,0.52,0.43,0.42,0.39,0.44,0.29,0.16,0.19,0.15,0.2,0.15,0.16,0.14,0.14,0.12,0.13,0.09,0.09,0.04,0.06,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.07
10/15/2021,5.92,3.72,2.21,3.77,2.78,2.77,3.27,2.66,1.39,1.78,1.29,1.12,2.0,1.13,2.03,1.4,0.46,0.66,0.73,0.48,0.61,0.38,0.39,0.5,0.82,0.6,0.31,0.0,0.78,0.19,0.34,0.36,0.24,0.45,0.35,0.28,0.37,0.21,0.41,0.39,0.25,0.2,0.0,0.26,0.13,0.26,0.17,0.12,0.16,0.27,0.13,0.24,0.34,0.21,0.15,0.12,0.13,1.45,0.12,0.0,0.0,0.15,0.33,0.04,0.08,0.08,0.0,0.0,0.05,0.04,0.04,0.03,0.0,0.26,0.22,0.33,7.48,7.3,5.28,4.82,2.76,1.9,2.08,1.45,1.07,0.9,1.09,0.83,0.68,0.85,0.7,0.58,0.52,0.43,0.42,0.37,0.44,0.29,0.17,0.19,0.15,0.19,0.15,0.15,0.14,0.14,0.13,0.11,0.09,0.09,0.04,0.06,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.02
10/18/2021,6.04,3.67,2.11,3.97,2.78,2.84,3.31,2.52,1.38,1.79,1.19,1.13,1.95,1.12,2.09,1.4,0.45,0.61,0.7,0.49,0.58,0.4,0.35,0.48,0.86,0.61,0.31,0.0,0.79,0.18,0.34,0.36,0.24,0.43,0.34,0.28,0.37,0.22,0.41,0.39,0.25,0.21,0.0,0.26,0.14,0.26,0.16,0.12,0.15,0.27,0.13,0.24,0.34,0.21,0.14,0.12,0.12,1.59,0.12,0.0,0.0,0.15,0.34,0.04,0.08,0.09,0.0,0.0,0.05,0.04,0.04,0.03,0.0,0.24,0.21,0.32,7.67,7.09,5.3,5.05,2.71,1.87,2.02,1.34,1.08,0.87,1.12,0.85,0.69,0.81,0.71,0.57,0.53,0.42,0.43,0.36,0.41,0.28,0.18,0.18,0.15,0.2,0.16,0.15,0.14,0.13,0.13,0.11,0.1,0.08,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
10/19/2021,6.04,3.67,2.11,3.97,2.78,2.84,3.31,2.52,1.38,1.79,1.19,1.13,1.95,1.12,2.09,1.4,0.45,0.61,0.7,0.49,0.58,0.4,0.35,0.48,0.86,0.61,0.31,0.0,0.79,0.18,0.34,0.36,0.24,0.43,0.34,0.28,0.37,0.22,0.41,0.39,0.25,0.21,0.0,0.26,0.14,0.26,0.16,0.12,0.15,0.27,0.13,0.24,0.34,0.21,0.14,0.12,0.12,1.59,0.12,0.0,0.0,0.15,0.34,0.04,0.08,0.09,0.0,0.0,0.05,0.04,0.04,0.03,0.0,0.24,0.21,0.32,7.67,7.09,5.3,5.05,2.71,1.87,2.02,1.34,1.08,0.87,1.12,0.85,0.69,0.81,0.71,0.57,0.53,0.42,0.43,0.36,0.41,0.28,0.18,0.18,0.15,0.2,0.16,0.15,0.14,0.13,0.13,0.11,0.1,0.08,0.05,0.06,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.01
