,BRK.B,JPM,DIS,BAC,JNJ,XOM,VZ,INTC,CSCO,PFE,T,CVX,WMT,UNH,WFC,PG,MDT,V,PM,HON,CMCSA,C,KO,MS,RTX,BA,GS,IBM,PEP,MMM,GE,AXP,CVS,SCHW,MA,MCD,MRK,HD,ANTM,FIS,PLD,MU,MDLZ,ABT,MO,GILD,ACN,NEE,TXN,COST,TJX,COP,CI,PNC,UNP,DUK,USB,CME,NKE,TFC,GM,LLY,CB,BDX,BMY,AMGN,COF,ORCL,SO,LIN,CAT,BSX,AVGO,AMT,D,ETN,DHR,HCA,BKNG,F,GPN,SBUX,NOC,ABBV,NXPI,LMT,EOG,JCI,UPS,MET,EXC,SYK,ADP,ROST,SLB,CNC,DLR,GD,AEP,SRE,SPG,TGT,DD,BAX,STZ,ALL,PRU,LOW,BK,PPG,AIG,PXD,PSX,MMC,NSC,IFF,MAR,BLK,TRV,SYY,MPC,DFS,CSX,ADI,WELL,KMI,ITW,XEL,HPQ,GIS,ZBH,AFL,WM,ISRG,WBA,EMR,ILMN,CCI,APD,CL,SWK,ADM,EL,CTVA,WMB,PEG,ATVI,PCAR,VLO,ICE,EQIX,LUV,KR,STT,EW,AMP,CBRE,WEC,WLTW,AVB,MCK,LEN,TMUS,PSA,EQR,DE,LH,KMB,DAL,HUM,ECL,NUE,ES,TEL,ZTS,ED,OKE,WY,ARE,O,OXY,SYF,KHC,LYB,VIAC,FDX,FITB,VFC,AON,DOW,IP,FTV,NTRS,RSG,BIIB,TT,KMX,TSN,DOV,HIG,ROP,USD,HLT,PPL,NEM,DLTR,XTSLA,MLM,DTE,SHW,ESS,MAA,MRNA,AEE,EIX,FISV,VTR,GE.,YUM,ETR,ANSGR.IS,HBAN,MSI,IR,DVN,n/a,HAL,PYPL,CRM,CHTR,PGR,DG,CARR,CTSH,SPGI,PH,EA,MTCH,AWK,AME,FCX,CMI,BLL,GLW,INFO,CERN,APTV,MCHP,CHD,EXPE,LHX,WTW,BKR,MKC,VRTX,QRVO,DPZ,ZION,KEY,SUM
01/03/2022,2.87,1.32,1.48,0.94,2.37,1.34,1.13,1.1,0.77,0.79,0.92,1.18,1.06,1.44,1.0,2.06,0.73,1.09,0.77,0.74,1.2,0.63,1.19,0.38,0.67,0.58,0.0,0.63,0.72,0.53,0.54,0.3,0.71,0.21,0.87,0.57,1.02,0.54,0.59,0.35,0.25,0.55,0.48,0.61,0.45,0.48,0.57,0.95,0.47,0.64,0.47,0.5,0.4,0.44,0.49,0.42,0.4,0.43,0.51,0.41,0.44,0.0,0.43,0.38,0.72,0.39,0.17,0.0,0.38,0.45,0.58,0.32,0.61,0.34,0.33,0.36,0.35,0.14,0.51,0.42,0.21,0.35,0.3,0.58,0.0,0.45,0.15,0.0,0.46,0.23,0.29,0.28,0.25,0.21,0.22,0.26,0.26,0.25,0.23,0.22,0.0,0.27,0.22,0.23,0.21,0.18,0.22,0.0,0.23,0.21,0.25,0.0,0.17,0.18,0.37,0.2,0.24,0.33,0.2,0.21,0.2,0.0,0.43,0.49,0.2,0.16,0.22,0.19,0.0,0.21,0.14,0.19,0.16,0.21,0.19,0.29,0.16,0.26,0.35,0.37,0.16,0.19,0.18,0.18,0.16,0.18,0.27,0.16,0.16,0.17,0.22,0.13,0.16,0.18,0.16,0.0,0.0,0.16,0.15,0.0,0.2,0.16,0.36,0.0,0.16,0.27,0.0,0.25,0.0,0.31,0.31,0.0,0.16,0.27,0.21,0.16,0.0,0.0,0.17,0.21,0.0,0.0,0.13,0.0,0.0,0.33,0.16,0.0,0.14,0.22,0.0,0.14,0.0,0.0,0.18,0.25,0.0,0.13,0.0,0.0,0.27,0.0,0.13,0.0,0.26,0.17,0.2,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.13,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.51,0.42,0.32,0.29,0.24,0.24,0.23,0.21,0.2,0.2,0.18,0.18,0.18,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75
01/03/2022,2.86,1.32,1.47,0.94,2.35,1.35,1.12,1.09,0.77,0.8,0.92,1.18,1.07,1.43,1.0,2.07,0.73,1.08,0.77,0.75,1.2,0.63,1.2,0.38,0.67,0.58,0.0,0.63,0.73,0.53,0.54,0.3,0.71,0.21,0.86,0.58,1.01,0.55,0.59,0.35,0.25,0.54,0.48,0.61,0.45,0.48,0.57,0.96,0.46,0.64,0.48,0.5,0.4,0.44,0.5,0.42,0.4,0.43,0.51,0.41,0.44,0.0,0.43,0.38,0.72,0.39,0.17,0.0,0.38,0.45,0.58,0.32,0.61,0.34,0.33,0.36,0.35,0.13,0.51,0.43,0.2,0.35,0.3,0.57,0.0,0.46,0.15,0.0,0.47,0.23,0.3,0.28,0.26,0.21,0.22,0.25,0.26,0.25,0.23,0.22,0.0,0.26,0.22,0.22,0.22,0.18,0.21,0.0,0.23,0.21,0.25,0.0,0.17,0.18,0.38,0.2,0.24,0.33,0.2,0.21,0.21,0.0,0.44,0.49,0.2,0.16,0.22,0.19,0.0,0.21,0.14,0.19,0.16,0.21,0.2,0.29,0.16,0.26,0.35,0.38,0.16,0.2,0.18,0.18,0.17,0.18,0.27,0.16,0.16,0.17,0.22,0.13,0.16,0.18,0.16,0.0,0.0,0.16,0.15,0.0,0.2,0.16,0.36,0.0,0.16,0.27,0.0,0.25,0.0,0.31,0.31,0.0,0.16,0.27,0.2,0.16,0.0,0.0,0.16,0.21,0.0,0.0,0.13,0.0,0.0,0.33,0.16,0.0,0.14,0.22,0.0,0.14,0.0,0.0,0.18,0.25,0.0,0.13,0.0,0.0,0.27,0.0,0.13,0.0,0.26,0.17,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.14,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.53,0.51,0.42,0.31,0.29,0.24,0.24,0.23,0.21,0.19,0.2,0.18,0.18,0.18,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69999999999999
01/03/2022,2.86,1.32,1.47,0.94,2.35,1.35,1.12,1.09,0.77,0.8,0.92,1.18,1.07,1.43,1.0,2.07,0.73,1.08,0.77,0.75,1.2,0.63,1.2,0.38,0.67,0.58,0.0,0.63,0.73,0.53,0.54,0.3,0.71,0.21,0.86,0.58,1.01,0.55,0.59,0.35,0.25,0.54,0.48,0.61,0.45,0.48,0.57,0.96,0.46,0.64,0.48,0.5,0.4,0.44,0.5,0.42,0.4,0.43,0.51,0.41,0.44,0.0,0.43,0.38,0.72,0.39,0.17,0.0,0.38,0.45,0.58,0.32,0.61,0.34,0.33,0.36,0.35,0.13,0.51,0.43,0.2,0.35,0.3,0.57,0.0,0.46,0.15,0.0,0.47,0.23,0.3,0.28,0.26,0.21,0.22,0.25,0.26,0.25,0.23,0.22,0.0,0.26,0.22,0.22,0.22,0.18,0.21,0.0,0.23,0.21,0.25,0.0,0.17,0.18,0.38,0.2,0.24,0.33,0.2,0.21,0.21,0.0,0.44,0.49,0.2,0.16,0.22,0.19,0.0,0.21,0.14,0.19,0.16,0.21,0.2,0.29,0.16,0.26,0.35,0.38,0.16,0.2,0.18,0.18,0.17,0.18,0.27,0.16,0.16,0.17,0.22,0.13,0.16,0.18,0.16,0.0,0.0,0.16,0.15,0.0,0.2,0.16,0.36,0.0,0.16,0.27,0.0,0.25,0.0,0.31,0.31,0.0,0.16,0.27,0.2,0.16,0.0,0.0,0.16,0.21,0.0,0.0,0.13,0.0,0.0,0.33,0.16,0.0,0.14,0.22,0.0,0.14,0.0,0.0,0.18,0.25,0.0,0.13,0.0,0.0,0.27,0.0,0.13,0.0,0.26,0.17,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.14,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.53,0.51,0.42,0.31,0.29,0.24,0.24,0.23,0.21,0.19,0.2,0.18,0.18,0.18,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69999999999999
01/04/2022,2.86,1.32,1.47,0.94,2.35,1.35,1.12,1.09,0.77,0.8,0.92,1.18,1.07,1.43,1.0,2.07,0.73,1.08,0.77,0.75,1.2,0.63,1.2,0.38,0.67,0.58,0.0,0.63,0.73,0.53,0.54,0.3,0.71,0.21,0.86,0.58,1.01,0.55,0.59,0.35,0.25,0.54,0.48,0.61,0.45,0.48,0.57,0.96,0.46,0.64,0.48,0.5,0.4,0.44,0.5,0.42,0.4,0.43,0.51,0.41,0.44,0.0,0.43,0.38,0.72,0.39,0.17,0.0,0.38,0.45,0.58,0.32,0.61,0.34,0.33,0.36,0.35,0.13,0.51,0.43,0.2,0.35,0.3,0.57,0.0,0.46,0.15,0.0,0.47,0.23,0.3,0.28,0.26,0.21,0.22,0.25,0.26,0.25,0.23,0.22,0.0,0.26,0.22,0.22,0.22,0.18,0.21,0.0,0.23,0.21,0.25,0.0,0.17,0.18,0.38,0.2,0.24,0.33,0.2,0.21,0.21,0.0,0.44,0.49,0.2,0.16,0.22,0.19,0.0,0.21,0.14,0.19,0.16,0.21,0.2,0.29,0.16,0.26,0.35,0.38,0.16,0.2,0.18,0.18,0.17,0.18,0.27,0.16,0.16,0.17,0.22,0.13,0.16,0.18,0.16,0.0,0.0,0.16,0.15,0.0,0.2,0.16,0.36,0.0,0.16,0.27,0.0,0.25,0.0,0.31,0.31,0.0,0.16,0.27,0.2,0.16,0.0,0.0,0.16,0.21,0.0,0.0,0.13,0.0,0.0,0.33,0.16,0.0,0.14,0.22,0.0,0.14,0.0,0.0,0.18,0.25,0.0,0.13,0.0,0.0,0.27,0.0,0.13,0.0,0.26,0.17,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.14,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.53,0.51,0.42,0.31,0.29,0.24,0.24,0.23,0.21,0.19,0.2,0.18,0.18,0.18,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69999999999999
01/05/2022,2.86,1.32,1.47,0.94,2.35,1.35,1.12,1.09,0.77,0.8,0.92,1.18,1.07,1.43,1.0,2.07,0.73,1.08,0.77,0.75,1.2,0.63,1.2,0.38,0.67,0.58,0.0,0.63,0.73,0.53,0.54,0.3,0.71,0.21,0.86,0.58,1.01,0.55,0.59,0.35,0.25,0.54,0.48,0.61,0.45,0.48,0.57,0.96,0.46,0.64,0.48,0.5,0.4,0.44,0.5,0.42,0.4,0.43,0.51,0.41,0.44,0.0,0.43,0.38,0.72,0.39,0.17,0.0,0.38,0.45,0.58,0.32,0.61,0.34,0.33,0.36,0.35,0.13,0.51,0.43,0.2,0.35,0.3,0.57,0.0,0.46,0.15,0.0,0.47,0.23,0.3,0.28,0.26,0.21,0.22,0.25,0.26,0.25,0.23,0.22,0.0,0.26,0.22,0.22,0.22,0.18,0.21,0.0,0.23,0.21,0.25,0.0,0.17,0.18,0.38,0.2,0.24,0.33,0.2,0.21,0.21,0.0,0.44,0.49,0.2,0.16,0.22,0.19,0.0,0.21,0.14,0.19,0.16,0.21,0.2,0.29,0.16,0.26,0.35,0.38,0.16,0.2,0.18,0.18,0.17,0.18,0.27,0.16,0.16,0.17,0.22,0.13,0.16,0.18,0.16,0.0,0.0,0.16,0.15,0.0,0.2,0.16,0.36,0.0,0.16,0.27,0.0,0.25,0.0,0.31,0.31,0.0,0.16,0.27,0.2,0.16,0.0,0.0,0.16,0.21,0.0,0.0,0.13,0.0,0.0,0.33,0.16,0.0,0.14,0.22,0.0,0.14,0.0,0.0,0.18,0.25,0.0,0.13,0.0,0.0,0.27,0.0,0.13,0.0,0.26,0.17,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.14,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.53,0.51,0.42,0.31,0.29,0.24,0.24,0.23,0.21,0.19,0.2,0.18,0.18,0.18,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.69999999999999
01/06/2022,2.86,1.34,1.48,0.97,2.35,1.4,1.13,1.12,0.76,0.76,0.94,1.19,1.07,1.43,1.05,2.05,0.74,1.1,0.77,0.74,1.2,0.65,1.2,0.38,0.68,0.6,0.0,0.63,0.72,0.53,0.55,0.31,0.71,0.21,0.89,0.57,1.01,0.54,0.59,0.36,0.25,0.56,0.48,0.6,0.46,0.47,0.56,0.93,0.47,0.64,0.47,0.51,0.4,0.46,0.49,0.41,0.4,0.42,0.5,0.42,0.46,0.0,0.43,0.38,0.71,0.39,0.17,0.0,0.38,0.44,0.58,0.32,0.61,0.33,0.33,0.35,0.33,0.13,0.53,0.44,0.21,0.35,0.3,0.57,0.0,0.45,0.15,0.0,0.46,0.23,0.29,0.28,0.25,0.21,0.23,0.25,0.26,0.25,0.23,0.22,0.0,0.26,0.22,0.23,0.22,0.18,0.22,0.0,0.23,0.21,0.25,0.0,0.17,0.17,0.37,0.2,0.23,0.32,0.2,0.21,0.21,0.0,0.43,0.49,0.19,0.17,0.21,0.19,0.0,0.21,0.14,0.18,0.16,0.21,0.2,0.29,0.16,0.26,0.34,0.37,0.16,0.2,0.18,0.18,0.17,0.17,0.27,0.16,0.16,0.17,0.21,0.14,0.16,0.18,0.15,0.0,0.0,0.16,0.15,0.0,0.2,0.16,0.35,0.0,0.16,0.28,0.0,0.25,0.13,0.31,0.3,0.0,0.16,0.27,0.2,0.16,0.0,0.0,0.16,0.21,0.0,0.0,0.13,0.0,0.0,0.33,0.16,0.0,0.14,0.22,0.0,0.14,0.0,0.0,0.19,0.24,0.0,0.13,0.0,0.0,0.26,0.0,0.0,0.0,0.25,0.17,0.13,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.13,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.51,0.42,0.31,0.29,0.24,0.24,0.23,0.21,0.2,0.2,0.17,0.17,0.18,0.16,0.16,0.15,0.14,0.14,0.14,0.13,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.78
01/07/2022,2.91,1.38,1.46,1.0,2.32,1.44,1.14,1.11,0.73,0.72,0.94,1.2,1.04,1.38,1.08,2.04,0.74,1.09,0.77,0.74,1.18,0.65,1.21,0.39,0.69,0.61,0.0,0.64,0.71,0.53,0.56,0.31,0.71,0.22,0.89,0.57,1.0,0.54,0.57,0.36,0.24,0.55,0.48,0.58,0.46,0.47,0.55,0.92,0.46,0.63,0.47,0.52,0.4,0.47,0.49,0.41,0.41,0.42,0.5,0.43,0.49,0.0,0.43,0.37,0.71,0.39,0.17,0.0,0.37,0.45,0.61,0.32,0.61,0.32,0.33,0.35,0.32,0.13,0.52,0.49,0.22,0.34,0.3,0.57,0.0,0.46,0.16,0.0,0.46,0.24,0.29,0.28,0.25,0.21,0.24,0.24,0.25,0.25,0.23,0.22,0.0,0.26,0.22,0.23,0.22,0.18,0.22,0.0,0.24,0.21,0.25,0.0,0.18,0.17,0.37,0.2,0.24,0.32,0.2,0.21,0.21,0.0,0.43,0.49,0.2,0.17,0.22,0.19,0.0,0.21,0.14,0.19,0.16,0.2,0.2,0.3,0.15,0.25,0.34,0.37,0.16,0.2,0.18,0.18,0.17,0.17,0.27,0.17,0.16,0.17,0.2,0.14,0.16,0.18,0.15,0.0,0.0,0.16,0.15,0.0,0.19,0.16,0.34,0.0,0.16,0.29,0.0,0.25,0.13,0.3,0.3,0.0,0.16,0.28,0.19,0.15,0.0,0.0,0.16,0.21,0.0,0.0,0.13,0.0,0.0,0.33,0.16,0.0,0.13,0.22,0.0,0.14,0.13,0.0,0.18,0.24,0.0,0.14,0.0,0.0,0.26,0.0,0.13,0.0,0.25,0.16,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.49,0.41,0.31,0.28,0.24,0.25,0.22,0.21,0.2,0.19,0.17,0.17,0.18,0.17,0.15,0.15,0.14,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.75999999999999
01/10/2022,2.97,1.37,1.48,1.0,2.34,1.5,1.15,1.14,0.73,0.73,0.97,1.23,1.06,1.33,1.11,2.04,0.73,1.09,0.78,0.75,1.19,0.67,1.22,0.39,0.7,0.6,0.0,0.63,0.72,0.53,0.57,0.31,0.7,0.23,0.88,0.57,1.03,0.53,0.55,0.37,0.23,0.55,0.49,0.58,0.47,0.47,0.52,0.87,0.46,0.62,0.47,0.54,0.39,0.48,0.5,0.41,0.42,0.42,0.49,0.44,0.47,0.0,0.44,0.37,0.71,0.39,0.17,0.0,0.37,0.44,0.62,0.31,0.58,0.31,0.33,0.35,0.32,0.13,0.52,0.5,0.23,0.33,0.31,0.57,0.0,0.46,0.16,0.0,0.47,0.25,0.29,0.28,0.25,0.2,0.25,0.23,0.24,0.25,0.23,0.22,0.0,0.26,0.22,0.22,0.21,0.18,0.22,0.0,0.24,0.21,0.25,0.0,0.18,0.17,0.37,0.19,0.23,0.32,0.21,0.21,0.22,0.0,0.43,0.48,0.2,0.17,0.22,0.19,0.0,0.22,0.14,0.19,0.16,0.19,0.19,0.3,0.16,0.24,0.34,0.37,0.16,0.2,0.17,0.18,0.17,0.17,0.26,0.17,0.17,0.17,0.2,0.13,0.17,0.19,0.15,0.0,0.0,0.16,0.15,0.0,0.19,0.15,0.35,0.0,0.16,0.3,0.0,0.25,0.13,0.24,0.3,0.0,0.16,0.27,0.18,0.16,0.0,0.0,0.15,0.21,0.0,0.0,0.14,0.13,0.0,0.33,0.17,0.0,0.13,0.22,0.0,0.13,0.14,0.0,0.18,0.24,0.0,0.14,0.0,0.0,0.26,0.0,0.0,0.0,0.24,0.17,0.15,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.54,0.45,0.41,0.32,0.29,0.24,0.24,0.22,0.22,0.19,0.18,0.16,0.17,0.17,0.17,0.15,0.15,0.14,0.14,0.14,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.86
01/11/2022,3.02,1.38,1.48,1.02,2.36,1.51,1.16,1.12,0.73,0.74,0.97,1.24,1.06,1.29,1.13,2.03,0.73,1.07,0.8,0.77,1.18,0.67,1.21,0.39,0.7,0.61,0.0,0.62,0.72,0.54,0.58,0.32,0.71,0.23,0.88,0.57,1.05,0.52,0.54,0.37,0.23,0.55,0.49,0.58,0.47,0.46,0.51,0.88,0.44,0.6,0.46,0.55,0.4,0.49,0.5,0.42,0.43,0.42,0.48,0.45,0.47,0.0,0.45,0.38,0.72,0.39,0.18,0.0,0.38,0.44,0.63,0.31,0.57,0.31,0.34,0.35,0.31,0.13,0.52,0.5,0.22,0.32,0.31,0.57,0.0,0.46,0.16,0.0,0.47,0.25,0.29,0.27,0.24,0.19,0.25,0.23,0.24,0.25,0.24,0.23,0.0,0.26,0.22,0.23,0.21,0.19,0.22,0.0,0.24,0.21,0.26,0.0,0.19,0.17,0.37,0.19,0.24,0.32,0.21,0.21,0.23,0.0,0.43,0.47,0.2,0.17,0.21,0.19,0.0,0.22,0.14,0.2,0.16,0.19,0.2,0.3,0.15,0.24,0.34,0.37,0.16,0.2,0.17,0.18,0.18,0.18,0.26,0.17,0.17,0.17,0.2,0.14,0.17,0.19,0.15,0.0,0.0,0.16,0.15,0.0,0.2,0.14,0.33,0.0,0.16,0.3,0.0,0.25,0.14,0.24,0.3,0.0,0.16,0.27,0.18,0.16,0.0,0.0,0.15,0.21,0.0,0.0,0.14,0.13,0.0,0.33,0.17,0.0,0.0,0.23,0.0,0.13,0.14,0.0,0.18,0.23,0.0,0.14,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.16,0.15,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.52,0.45,0.39,0.33,0.29,0.23,0.24,0.22,0.22,0.19,0.18,0.16,0.17,0.18,0.17,0.15,0.15,0.13,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.00999999999999
01/12/2022,3.02,1.38,1.48,1.02,2.36,1.51,1.16,1.12,0.73,0.74,0.97,1.24,1.06,1.29,1.13,2.03,0.73,1.07,0.8,0.77,1.18,0.67,1.21,0.39,0.7,0.61,0.0,0.62,0.72,0.54,0.58,0.32,0.71,0.23,0.88,0.57,1.05,0.52,0.54,0.37,0.23,0.55,0.49,0.58,0.47,0.46,0.51,0.88,0.44,0.6,0.46,0.55,0.4,0.49,0.5,0.42,0.43,0.42,0.48,0.45,0.47,0.0,0.45,0.38,0.72,0.39,0.18,0.0,0.38,0.44,0.63,0.31,0.57,0.31,0.34,0.35,0.31,0.13,0.52,0.5,0.22,0.32,0.31,0.57,0.0,0.46,0.16,0.0,0.47,0.25,0.29,0.27,0.24,0.19,0.25,0.23,0.24,0.25,0.24,0.23,0.0,0.26,0.22,0.23,0.21,0.19,0.22,0.0,0.24,0.21,0.26,0.0,0.19,0.17,0.37,0.19,0.24,0.32,0.21,0.21,0.23,0.0,0.43,0.47,0.2,0.17,0.21,0.19,0.0,0.22,0.14,0.2,0.16,0.19,0.2,0.3,0.15,0.24,0.34,0.37,0.16,0.2,0.17,0.18,0.18,0.18,0.26,0.17,0.17,0.17,0.2,0.14,0.17,0.19,0.15,0.0,0.0,0.16,0.15,0.0,0.2,0.14,0.33,0.0,0.16,0.3,0.0,0.25,0.14,0.24,0.3,0.0,0.16,0.27,0.18,0.16,0.0,0.0,0.15,0.21,0.0,0.0,0.14,0.13,0.0,0.33,0.17,0.0,0.0,0.23,0.0,0.13,0.14,0.0,0.18,0.23,0.0,0.14,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.16,0.15,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.52,0.45,0.39,0.33,0.29,0.23,0.24,0.22,0.22,0.19,0.18,0.16,0.17,0.18,0.17,0.15,0.15,0.13,0.14,0.14,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.00999999999999
01/13/2022,3.03,1.38,1.47,1.02,2.36,1.5,1.16,1.16,0.74,0.75,0.98,1.25,1.07,1.32,1.14,2.01,0.74,1.05,0.81,0.76,1.19,0.68,1.22,0.4,0.7,0.6,0.0,0.63,0.72,0.53,0.57,0.32,0.72,0.23,0.87,0.56,1.08,0.51,0.55,0.37,0.23,0.54,0.48,0.58,0.48,0.47,0.51,0.86,0.45,0.58,0.45,0.55,0.4,0.49,0.49,0.42,0.43,0.42,0.46,0.45,0.46,0.0,0.44,0.39,0.75,0.4,0.18,0.0,0.38,0.44,0.62,0.31,0.57,0.31,0.33,0.34,0.32,0.0,0.52,0.48,0.22,0.32,0.31,0.58,0.0,0.46,0.16,0.0,0.46,0.25,0.29,0.27,0.24,0.19,0.25,0.24,0.23,0.25,0.24,0.23,0.0,0.26,0.22,0.22,0.21,0.18,0.22,0.0,0.25,0.2,0.26,0.0,0.19,0.17,0.36,0.19,0.23,0.31,0.21,0.21,0.22,0.0,0.42,0.47,0.2,0.18,0.21,0.2,0.0,0.22,0.14,0.2,0.16,0.19,0.2,0.3,0.15,0.23,0.34,0.37,0.16,0.2,0.17,0.18,0.18,0.17,0.25,0.17,0.17,0.16,0.19,0.14,0.17,0.19,0.14,0.0,0.0,0.16,0.15,0.0,0.2,0.15,0.32,0.0,0.16,0.3,0.0,0.25,0.13,0.26,0.29,0.0,0.16,0.27,0.18,0.16,0.0,0.0,0.15,0.21,0.0,0.0,0.14,0.13,0.0,0.33,0.17,0.0,0.0,0.22,0.0,0.13,0.14,0.0,0.18,0.23,0.0,0.14,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.16,0.15,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.51,0.45,0.39,0.33,0.29,0.23,0.24,0.21,0.21,0.19,0.19,0.16,0.17,0.18,0.17,0.15,0.15,0.13,0.14,0.14,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.91999999999999
01/14/2022,3.01,1.38,1.48,1.02,2.32,1.55,1.14,1.17,0.74,0.75,0.97,1.27,1.06,1.32,1.15,1.98,0.75,1.05,0.81,0.77,1.2,0.69,1.21,0.4,0.7,0.61,0.0,0.61,0.72,0.53,0.58,0.32,0.72,0.23,0.87,0.55,1.06,0.5,0.57,0.37,0.23,0.54,0.48,0.58,0.47,0.47,0.51,0.86,0.45,0.58,0.46,0.57,0.41,0.49,0.48,0.41,0.43,0.41,0.45,0.45,0.46,0.0,0.44,0.39,0.75,0.4,0.18,0.0,0.37,0.43,0.61,0.32,0.57,0.3,0.33,0.34,0.32,0.0,0.52,0.49,0.22,0.31,0.31,0.57,0.0,0.46,0.17,0.0,0.45,0.25,0.28,0.27,0.24,0.2,0.26,0.24,0.23,0.25,0.23,0.22,0.0,0.26,0.22,0.22,0.21,0.18,0.23,0.0,0.25,0.21,0.26,0.0,0.19,0.17,0.36,0.19,0.23,0.31,0.21,0.21,0.23,0.0,0.41,0.48,0.19,0.18,0.21,0.19,0.0,0.21,0.14,0.2,0.15,0.19,0.2,0.3,0.17,0.23,0.34,0.36,0.16,0.2,0.17,0.18,0.18,0.17,0.26,0.17,0.18,0.16,0.19,0.14,0.17,0.19,0.14,0.0,0.0,0.15,0.15,0.0,0.2,0.15,0.34,0.0,0.16,0.3,0.0,0.25,0.14,0.26,0.29,0.0,0.15,0.27,0.18,0.15,0.0,0.0,0.15,0.21,0.0,0.0,0.14,0.13,0.0,0.32,0.17,0.0,0.13,0.22,0.0,0.14,0.14,0.0,0.18,0.24,0.0,0.14,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.16,0.16,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,0.46,0.39,0.33,0.28,0.23,0.24,0.21,0.21,0.19,0.18,0.16,0.17,0.18,0.17,0.15,0.15,0.13,0.14,0.13,0.0,0.0,0.14,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.89000000000001
