,GME,CROX,SAIA,OMCL,M,GTLS,POWI,UFPI,NEO,EXPO,JBT,ADC,BKU,CBU,PPBI,SEM,IIPR,REZI,ENSG,BCPC,ITRI,PDCE,AMN,MTH,VIAV,CNMD,LGIH,MED,AEIS,ABG,ABCB,AIT,LCII,WTS,ALRM,FHB,NSIT,DDD,AGO,FUL,MSTR,ARNC,KFY,RRC,ONTO,ROG,AJRD,ELY,LPSN,STMP,LXP,HI,EXLS,SHAK,BBBY,UNF,GKOS,MTDR,WDFC,ISBC,ABM,SWN,SPSC,FN,SFNC,OMI,SFBS,VG,ALGT,KLIC,FELE,MDC,KWR,SHOO,CCOI,DIOD,SIG,ONB,AVA,ATI,COLB,ACA,HP,RCII,KTB,WWW,FIX,UCBI,CTB,TRUP,UFS,ITGR,WD,MMSI,DORM,AWR,EPRT,SMPL,OI,FLOW,IBTX,SCL,CWT,LTHM,PLXS,CVBF,SNBR,SPXC,MATX,EAT,FBP,BMI,CADE,BRC,CVET,IRBT,AIN,FORM,MD,SANM,GPI,REGI,AAON,INDB,SJI,IBP,FWRD,ANF,PCRX,MLI,MOG.A,JJSF,AEL,EVTC,VCEL,ROCK,BCC,RPAI,MXL,FSS,VSTO,EGHT,UNIT,WSFS,WGO,TSE,SITC,IDCC,SHEN,B,IOSP,RNST,PBH,FFBC,CAKE,SKYW,PRLB,UCTT,ESE,EPC,AVAV,SBH,COOP,AX,MDRX,HTH,FMBI,BDN,THRM,MANT,BLMN,PRFT,CCS,HUBG,ODP,CRS,CORT,XPER,CTRE,XNCR,BOOT,XHR,GDOT,RMBS,MGLN,FBC,MYGN,UNFI,GNW,SM,FCPT,ROIC,MNRO,CORE,NMIH,PSMT,BANR,BIG,MHO,AAWW,CPE,CELH,HSKA,VICR,SSTK,SYKE,BGS,RLGY,CPK,SVC,RAVN,MODV,PMT,CYTK,GMS,WRE,TWO,CVCO,PRGS,VRTS,IRT,PIPR,INT,SUM
09/01/2021,1.12,0.0,0.52,0.62,0.56,0.49,0.47,0.43,0.5,0.44,0.43,0.45,0.38,0.39,0.38,0.43,0.43,0.41,0.42,0.4,0.43,0.43,0.43,0.34,0.38,0.38,0.34,0.31,0.41,0.31,0.33,0.33,0.31,0.38,0.36,0.35,0.33,0.47,0.34,0.31,0.49,0.33,0.37,0.41,0.34,0.36,0.34,0.0,0.38,0.35,0.31,0.31,0.34,0.37,0.34,0.34,0.37,0.37,0.33,0.3,0.28,0.35,0.34,0.33,0.3,0.3,0.3,0.32,0.27,0.36,0.29,0.27,0.3,0.32,0.31,0.32,0.4,0.28,0.28,0.25,0.26,0.27,0.33,0.3,0.25,0.26,0.27,0.26,0.0,0.37,0.26,0.29,0.29,0.3,0.28,0.28,0.3,0.29,0.24,0.26,0.26,0.24,0.27,0.29,0.25,0.25,0.25,0.26,0.26,0.27,0.24,0.27,0.25,0.26,0.25,0.25,0.26,0.27,0.25,0.24,0.25,0.28,0.24,0.24,0.28,0.26,0.23,0.27,0.25,0.23,0.23,0.25,0.26,0.25,0.23,0.24,0.22,0.23,0.28,0.23,0.25,0.29,0.23,0.21,0.22,0.22,0.24,0.21,0.23,0.23,0.21,0.21,0.25,0.22,0.24,0.2,0.24,0.22,0.23,0.23,0.21,0.24,0.21,0.23,0.25,0.22,0.21,0.22,0.22,0.22,0.21,0.25,0.0,0.21,0.24,0.0,0.22,0.22,0.21,0.0,0.23,0.2,0.24,0.25,0.21,0.0,0.22,0.2,0.0,0.26,0.2,0.2,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.25,0.24,0.22,0.21,0.21,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.81
09/02/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/03/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/06/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/07/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/08/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/09/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/10/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/13/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/14/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/15/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/16/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/17/2021,0.86,0.0,0.57,0.61,0.51,0.53,0.57,0.44,0.53,0.54,0.45,0.49,0.36,0.37,0.35,0.41,0.5,0.41,0.42,0.42,0.43,0.38,0.46,0.4,0.37,0.39,0.36,0.32,0.39,0.38,0.33,0.34,0.36,0.4,0.36,0.35,0.34,0.33,0.35,0.33,0.47,0.34,0.36,0.38,0.33,0.34,0.34,0.0,0.39,0.58,0.35,0.33,0.37,0.35,0.29,0.32,0.23,0.33,0.32,0.3,0.3,0.3,0.38,0.34,0.28,0.34,0.32,0.33,0.27,0.33,0.3,0.29,0.32,0.33,0.32,0.34,0.33,0.26,0.29,0.25,0.24,0.25,0.3,0.33,0.25,0.27,0.26,0.24,0.0,0.37,0.27,0.31,0.3,0.33,0.28,0.32,0.34,0.31,0.23,0.34,0.25,0.24,0.31,0.3,0.25,0.24,0.23,0.29,0.28,0.24,0.25,0.28,0.23,0.26,0.25,0.24,0.26,0.28,0.24,0.24,0.29,0.28,0.25,0.23,0.27,0.26,0.23,0.23,0.25,0.24,0.22,0.24,0.27,0.25,0.24,0.24,0.19,0.26,0.32,0.23,0.23,0.27,0.26,0.2,0.23,0.2,0.26,0.2,0.25,0.23,0.21,0.0,0.25,0.21,0.2,0.2,0.21,0.23,0.24,0.22,0.22,0.21,0.24,0.24,0.23,0.2,0.2,0.23,0.27,0.23,0.2,0.3,0.2,0.22,0.24,0.0,0.21,0.21,0.23,0.0,0.24,0.19,0.24,0.26,0.21,0.21,0.24,0.0,0.0,0.2,0.21,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.22,0.23,0.24,0.23,0.21,0.0,0.2,0.21,0.0,0.2,0.2,0.0,0.23,0.2,0.2,0.19,0.19,0.19,0.0,0.0,0.0,0.0,59.260000000000005
09/20/2021,0.0,0.0,0.0,0.64,0.67,0.64,0.63,0.45,0.55,0.58,0.44,0.49,0.38,0.38,0.36,0.36,0.56,0.45,0.41,0.44,0.36,0.4,0.51,0.41,0.36,0.37,0.34,0.26,0.33,0.35,0.33,0.33,0.34,0.45,0.37,0.35,0.35,0.37,0.36,0.34,0.52,0.32,0.37,0.36,0.35,0.38,0.3,0.0,0.39,0.58,0.36,0.34,0.4,0.3,0.28,0.33,0.26,0.3,0.32,0.31,0.32,0.28,0.47,0.36,0.3,0.27,0.33,0.32,0.27,0.42,0.31,0.28,0.33,0.3,0.29,0.39,0.4,0.27,0.28,0.22,0.25,0.23,0.28,0.36,0.24,0.28,0.26,0.25,0.0,0.3,0.26,0.31,0.32,0.34,0.26,0.33,0.37,0.29,0.23,0.33,0.25,0.24,0.31,0.38,0.25,0.25,0.22,0.27,0.33,0.23,0.26,0.3,0.26,0.25,0.22,0.22,0.23,0.29,0.27,0.25,0.27,0.22,0.27,0.24,0.27,0.27,0.23,0.21,0.25,0.24,0.22,0.24,0.26,0.27,0.24,0.23,0.22,0.27,0.34,0.24,0.23,0.25,0.29,0.21,0.22,0.0,0.26,0.21,0.0,0.21,0.22,0.0,0.27,0.22,0.21,0.23,0.2,0.19,0.23,0.22,0.22,0.2,0.25,0.24,0.21,0.21,0.21,0.23,0.27,0.21,0.21,0.38,0.2,0.23,0.24,0.0,0.21,0.22,0.2,0.0,0.25,0.0,0.27,0.26,0.21,0.23,0.26,0.2,0.0,0.2,0.21,0.21,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.26,0.25,0.25,0.25,0.0,0.0,0.2,0.22,0.0,0.2,0.23,0.0,0.26,0.2,0.2,0.2,0.21,0.2,0.22,0.2,0.2,0.2,59.31
